"","Score","Tweet","Continent"
"2705",1,"SaraAshley02 what phone service was your galaxy s40","NorthAmerica"
"2706",0,"I really want the galaxy s4","Europe"
"2707",1,"gabzie19 It was a Galaxy S4","Europe"
"2708",1,"SAVE ANIMALS w your phone u might win a FREE iPhone 5s or Galaxy S4 Sign up today SAVE ANIMALS w httptcoXmQdnEUyNe","Europe"
"2709",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcorK06ArzZa4","Europe"
"2710",0,"If I upgrad to the S4 I definitely want the galaxy gear","Europe"
"2711",0,"I want the galaxy s4 so baddd","NorthAmerica"
"2712",1,"Samsung Galaxy SIV desktop charger perfect for bedside tables and office desks httptcoPcW7hAZsDZ","Europe"
"2713",2,"Samsung Galaxy S4 free at Best Buy or Walmart on Black Friday Nov 29 So this holiday season is an excellent httptcoWOlKnYG86z","NorthAmerica"
"2714",1,"My Galaxy S4 wont play videos since the updateIs anyone else experiencing the same issue","NorthAmerica"
"2715",2,"Getting ready to sit outside again Lol this time for a galaxy s4 for 96 cents","NorthAmerica"
"2716",0,"Bye bye Blackberry Hello Samsung Galaxy S4 That is all","Europe"
"2717",-1,"Samsung Galaxy S4 and iPhone 5 zeroday exploits revealed at Pwn2Own 2013 Contest infosec risk httptcompzg9tGJ2R","Asia"
"2718",3,"Went to koodo yesterday wanting to upgrade to a Galaxy S4 but the sales rep was such a douche Lucky for them were already customers","NorthAmerica"
"2719",0," httptcorcm88h2U5T 47 Day of the Doctor Doctor Who Day of the Doctor delivers samsung galaxy s4 manual application monitoring","Europe"
"2720",1,"SAVE ANIMALS w your phone u might win a FREE iPhone 5s or Galaxy S4 Sign up today httptcoZenwq3IYZm","Europe"
"2721",-2,"So nervous about making this change to the Galaxy S4 ","Asia"
"2722",1,"Not celebrating my BDay But I do accept Cheese Cake Samsung Galaxy S4 and above Iphone 4 and above and a Potato","Europe"
"2723",2,"The Samsung Galaxy S4 Mini looks pretty good","Europe"
"2724",1,"SamsungMobileUS when will I be able to update to android 43 on my galaxy s4 Att model","Asia"
"2725",0,"SGS4 MHL converter the bliss of Angry Birds on the HDTV httptcoRUJZlBgXIp","Asia"
"2726",0,"Otterbox Defender hard case for Galaxy SIV httptco3dpyLEQzx0","Europe"
"2727",0,"Someone help iPhone or galaxy s4 Tmobile","Europe"
"2728",-2," httptcoSg8N9n2s9m 28 Froch Groves Carl Froch retains titles with controversial stoppage win over George Groves galaxy s4 vs htc ","Asia"
"2729",1,"Samsung Galaxy S4 free at Best Buy or Walmart on Black Friday Nov 29 httptcozuotLZF8Pl httptcohwoWsVUHU8 ","Europe"
"2730",-1,"samsung galaxy s4 with freebies cheap httptcoSuyWY2aNw7","Europe"
"2731",-1,"samsung galaxy s4 with freebies cheap httptcoNr921cXPtF","NorthAmerica"
"2732",0,"NEW Samsung Galaxy S4 S IV GTi9500 Android 42 16GB Red Factory Unlocked 59738 0 BidsEnd Date Sund httptcozRj0k1cztB","Asia"
"2733",1,"NEW Samsung Galaxy S4 S IV GTi9505 13MP 16GB White Phone Factory Unlocked 57740 0 BidsEnd Date Sun httptcooFEAJlM8vA","Europe"
"2734",1,"Samsung Galaxy S4 Active i9295 LTE 16GB Grey Water Resistant Factory Unlocked 57922 0 BidsEnd Date S httptco4fqmZuu7IE","Asia"
"2735",0,"I want the Galaxy S4 next ","Asia"
"2736",0,"I want a galaxy s4","Europe"
"2737",1,"Cable Matters MHL to HDMI Cable w Builtin Charger Cable for Samsung Galaxy S3S4 httptcoS3GxqUWAyx","NorthAmerica"
"2738",2,"Samsung Galaxy S4 free at Best Buy or Walmart on Black Friday Nov 29 Thats free as long the buyer httptcox7UQaVS4tP Samsung","NorthAmerica"
"2739",3,"Bren482 well the cheapest plan for 2GB and galaxy s4 is like 80 I pay 50 for Straight Talk on a Galaxy s2","Asia"
"2740",-1,"samsung galaxy s4 with freebies cheap httptcowyP8HXKwZH","NorthAmerica"
"2741",-1,"samsung galaxy s4 with freebies cheap httptcoZOdo78pums","Asia"
"2742",1,"phandroid Leak claims Samsung Galaxy S4 Note 3 to receive Android 44 KitKat in January httptcoLvZBrnpwDa plis","Europe"
"2743",4,"if i jailbreak my iphone is it possible to add the galaxy s4 group play app on it so i can share music","NorthAmerica"
"2744",-1,"EmporioKirmani shut up with your fake galaxy s4","Europe"
"2745",0,"Damn this galaxy s4 is sick","Asia"
"2746",2,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 On ","Asia"
"2747",1,"Galaxy S4 treating me well so far","Asia"
"2748",1,"Otterbox Defender protective case for Galaxy S4 httptco5OPag0KxL3","NorthAmerica"
"2749",1,"Enter the MyHappyIs photo contest for a chance to win weekly prizes and the grand prize a Samsung Galaxy httptcoEV1Dfma1HK contest","NorthAmerica"
"2750",-1,"Yess lrt Im still debating on the iPhone 5s nd the galaxy s4 Its a hard decision","Europe"
"2751",0,"Bren482 lol Samsung Galaxy s4 is more expensive then all of the iphones And I dont do contract To expensive","Asia"
"2752",1,"LordRello as hell I have a Galaxy S4 and this shit is amazing","NorthAmerica"
"2753",3,"I got the s4 already but I like that watch the galaxy note come wit","Asia"
"2754",1,"Samsung Galaxy SIV desktop charger perfect for bedside tables and work desks httptcoTk36DU40q0","NorthAmerica"
"2755",1,"Otterbox Defender protective case for Galaxy S4 httptcoICc0JqDX4U","NorthAmerica"
"2756",0,"iPhone 5s or Galaxy s4 Decisions decisions ","Europe"
"2757",1,"Higher capacity battery upgrade with rear cover for Samsung Galaxy S4 httptcoXX3KmvfzG0","Asia"
"2758",1,"To get a iPhone 5 or a galaxy s4 ","Europe"
"2759",1,"So should I get the iphone 5s or galaxy s4 for Christmas","Asia"
"2760",0,"I CANT DECIDE BETWEEN THE GALAXY S4 OR iPHONE 5c","Europe"
"2761",-1,"Shopping around Latest O2 deals for you Samsung Galaxy S4 Mini Dont miss out httptcoJzluS0sRuB","Europe"
"2762",4,"angieelynnxoxo my brother got the Galaxy s4 on Friday andddd its alright but its huge lol I LOVE my phone ","NorthAmerica"
"2763",0,"SGS4 MHL adapter the bliss of Gun Bros on the HDTV httptcojMxcsuhZ7b","NorthAmerica"
"2764",0,"Higher capacity battery with rear cover for Galaxy SIV smartphone httptcoYUmXBqZadg","Asia"
"2765",0,"ThatsBriannaa lol I have a galaxy s4 shawty What you mean","Europe"
"2766",1,"OtterBox Defender Series Case and Holster for Samsung Galaxy S4 Retail Packaging Black 2499 httptcorDY2AtWH86","Asia"
"2767",1,"Samsung Galaxy S4 MHL adapter the bliss of your photo gallery on the big screen httptcozsGOsPxwbs","NorthAmerica"
"2768",0,"Godgame Empire Win Apple iPad Air Apple iPhone 5S Samsung Galaxy S4httptcoTG9avdsdAZPlay and win Reward","NorthAmerica"
"2769",2,"My New Samsung Galaxy S4 has my samsung galaxy newphone phone","NorthAmerica"
"2770",2,"codinghorror The Galaxy S4 Though it does come with chrome they promote their own hideous browser httptcoNbWZS5N9lJ","NorthAmerica"
"2771",2,"tanyaosterhout yeah I have an iPhone 5 and a galaxy s4","Asia"
"2772",2,"If yall are looking to upgrade or switch out your current carriercome see me on black friday Galaxy S4 Iphone 5c out for 300","NorthAmerica"
"2773",0,"Galaxy S4 and S4 Mini from Canadian carriers receiving Android 43 update httptcomjoA7jFXlx","NorthAmerica"
"2774",0,"Anyone know where I can buy a Samsung Galaxy s4","Europe"
"2775",0,"SGS4 MHL adapter the euphoria of Gun Bros on the HDTV httptcok2nGOXr79P","Asia"
"2776",0,"Im giving away samsung Galaxy S4 Pink Flip Case Check it out httptco4mJuMUTlBU","Europe"
"2777",2,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 On Youve got no shortage of op httptcod3F7flJHUP suretelecom","Asia"
"2778",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized visit httptcoSNEFShfyPC","NorthAmerica"
"2779",0,"My galaxy s4 isnt charging and is showing a grey battery and vibrating every 5 to 10 seconds anyone know whats wrong SamsungMobileUS","Europe"
"2780",0,"Godgame Empire Win Apple iPad Air Apple iPhone 5S Samsung Galaxy S4httptcobGcm7a9lopPlay and win Reward","Asia"
"2781",0,"Mom and Dad surprised me with a Galaxy S4 theyrethebest","NorthAmerica"
"2782",0,"Should of got the galaxy s4","NorthAmerica"
"2783",1,"yay getting the galaxy s4 friday and a new number if you get a text your lucky lol","NorthAmerica"
"2784",2,"S4 mini is the smallest of the galaxy S4 versions they said Though it is mini it is bigger than the iPhone 5S they said haha xD","Europe"
"2785",-1,"samsung galaxy s4 with freebies cheap httptco6cLxv7WROE","Europe"
"2786",-1,"samsung galaxy s4 with freebies cheap httptcoo6iRxaiuEO","Asia"
"2787",1,"Might get an iphone or galaxy s4","NorthAmerica"
"2788",1,"CyanogenMod 11 ROM based on Android 44 KitKat hits the Samsung Galaxy S4 Samsung will be releasing an offici httptcoLlVeUhG2wx","Europe"
"2789",0,"Samsung Galaxy S4 MHL adapter the bliss of Angry Birds on the big screen httptcoZUnuFTtJSI","Asia"
"2790",4,"faggotsempai oh my mom has the galaxy s4 and it moves AFTER you click to view it same with my old phone and my sisters xperia","Europe"
"2791",1,"Shopping around Latest O2 deals for you Samsung Galaxy S4 Zoom View best prices httptcoJzluS0sRuB","NorthAmerica"
"2792",0,"Latest handsets available on all networks Samsung Galaxy S4 from 29 PM Unmissable offer httptcoJzluS0sRuB","Asia"
"2793",2,"OtterBox 7727779 Commuter Series Case for Samsung Galaxy S4 1 Pack Carrier Packaging Wild Orchid httptcoCF082Hpsf7 Amazon","Europe"
"2794",0,"beinmehnisha u can do face time on a galaxy s4","NorthAmerica"
"2795",2,"My sister just gotta brand new galaxy s4 for the freeski Wow","NorthAmerica"
"2796",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoIjXDfqAZKo","Europe"
"2797",1,"CampbellGord Nexus 4 is still powerful enough with a large screen do what I need it to do but the galaxy s4 is just that much better P","NorthAmerica"
"2798",0,"Cant decided between the iPhone 5s or galaxy s4 Help","NorthAmerica"
"2799",0,"Galaxy S4 MHL converter the bliss of Gun Bros on the big screen httptco5bIogLHV7h","NorthAmerica"
"2800",0,"10FT BLUE COLOR DURABLE BRAIDED USB CHARGER CABLE FOR GALAXY S4 S3 S2 i9300 HTC Price 225 USD 6 Bids End httptcoaHbh8R7wn1","Asia"
"2801",0,"So to get the iPhone from US Cellular or to stay with my Galaxy s4 That is the question","NorthAmerica"
"2802",0,"samsung galaxy s4 with freebies cheap HiSelling my girlfriend samsung galaxy s4 white Usage marks hence httptcoh9tWkOSIsO","Asia"
"2803",0,"samsung galaxy s4 with freebies cheap HiSelling my girlfriend samsung galaxy s4 white Usage marks hence httptcop5KdSo37t5","Europe"
"2804",0,"dear galaxy s4 please dont vibrate during class thank you god amen","Asia"
"2805",0,"Now that I figured out the galaxy s4 has emojis Ill be using them all the time Oh lawdy ","NorthAmerica"
"2806",1,"AndroidPolice US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoyymzcGMlWk","NorthAmerica"
"2807",1,"MY MOM IS GONNA TRY TO GET ME A GALAXY S4 RN","Asia"
"2808",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Youve got no sho httptcoAqRxg4eoFQ","Europe"
"2809",2,"Android peeps Im considering a Galaxy S4 for a phone upgrade What say ye","Europe"
"2810",1,"callmemrssachs the galaxy s4 at Best Buy is free on black Friday with 2 yr plan","Europe"
"2811",0,"Got two hours to decide between the galaxy s4 or iphone5s Help","Europe"
"2812",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Youve got no sho httptcoGzWBeFOQYe","Asia"
"2813",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Youve got no sho httptco7xOn134pP2","Asia"
"2814",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Youve got no sho httptcoFjI6N5yApK","Asia"
"2815",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoOquPn6MX6c","Europe"
"2816",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptco1aOECppoLd","NorthAmerica"
"2817",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Youve got no shortage Android Market","Asia"
"2818",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcooAtp36aP2D","NorthAmerica"
"2819",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Yo httptcoqMBb5ocEmJ android tech","Asia"
"2820",1,"SGS4 desktop charging station perfect for nigtstands and office desks httptcoVb9SUdvn6y","NorthAmerica"
"2821",2,"Ha I see the Iphone peeps be trading they phones for the galaxy s4 Told yall before when I got mine ITS A BADASS PHONE teams4","Asia"
"2822",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoB7jnkPhQ4b","NorthAmerica"
"2823",1,"Galaxy S4 CyanogenMod 11 Android 44 KitKat alpha version available for download After showing you a Cyanog httptcoYyI47bx1yz","Asia"
"2824",1,"wife related issues LOL httptcotLsPCw5f6u I love autocorrect and its hatred of wifi as a word fb","Europe"
"2825",1,"DailyDeals elago Galaxy S4 Case Slim Fit G7 Soft Feeling Jean Indigo List Price 1999 Deal Price 799 Yo httptcoOxRWdgleux","Asia"
"2826",0,"JGBanks Who selling a Galaxy S3 or S4","Europe"
"2827",0,"Who selling a Galaxy S3 or S4","Asia"
"2828",2,"android Go ahead Hit The LIKE SHARE button httptcoT8FPul7iyR Galaxy S4 and S4 Mini httptcou2HHTUTDbE","NorthAmerica"
"2829",2,"xtrace Galaxy S4 CyanogenMod 11 Android 44 KitKat alpha version available for download An httptco8NRaMy033B 7C16E3CE on bbm","NorthAmerica"
"2830",0,"AppStore ios7 made my iphone4 uselessinstead of being forced to upgrade hello Samsung Galaxy S4","Asia"
"2831",0,"Galaxy s4 will be here Tuesday ","Asia"
"2832",1,"Samsung Galaxy S4 MHL converter the bliss of your photo gallery on the big screen httptcoeEimQ8famO","Asia"
"2833",1,"lataisataylor Im not talking about one of the oldest galaxys if I get on its gonna be a galaxy s4","Europe"
"2834",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcorK06ArzZa4","Europe"
"2835",5,"Had my galaxy s4 back off insurance for one day and half of my screen is cracked","NorthAmerica"
"2836",1,"Android Police US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcokouxpOOkVX","Europe"
"2837",1,"IF ONLY IF I HAD A Samsung Galaxy S4 TheNextBigThing","NorthAmerica"
"2838",0," This galaxy s4 keyboard is the only down side lm Jfc","Asia"
"2839",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoLlM2FQPnCv","Europe"
"2840",0,"Samsung Galaxy SIV outdoor charger httptcouk1a8Q0vid","NorthAmerica"
"2841",0,"Really stuck on if I should get Samsung galaxy s4 or iPhone 5s or 5c","Europe"
"2842",2,"Samsung Galaxy S4 free at Best Buy or Walmart on Black Friday Nov 29 Thats free as long the buyer signs up httptcoMkEsZHjea0","Europe"
"2843",1,"my brothers getting a smasung galaxy s4 and im getting a random galxy phone okay favoritism much","Europe"
"2844",0,"tryna get the young samsung galaxy s4 doe phoneswagg","Europe"
"2845",0,"Samsung Galaxy S4 MHL converter the bliss of Fruit Ninja on the big screen httptco2KxAqE6XGj","NorthAmerica"
"2846",1,"ItsJoshGuy I want Galaxy S4 active its waterproof ","Asia"
"2847",1,"Galaxy S4 MHL adapter the euphoria of your photo gallery on the HDTV httptcomZaHV5RRnb","Europe"
"2848",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoTVH6wRiED5 android","NorthAmerica"
"2849",1,"SS GALAXY S4 Cover for 20 httptcoUG2lQ5WNXh via thecarousell","Asia"
"2850",0,"SGS4 MHL adapter the bliss of Fruit Ninja on the HDTV httptcoPxDWseyM4p","Europe"
"2851",1,"Samsung Galaxy S4 free at Best Buy or Walmart on Black Friday Nov 29 httptcoDHALSQntyo via examinercom","Asia"
"2852",1,"IM TWEETING ON MY PHONE I HAVE A GALAXY S4 NOW THIS IS SO FUCKING TRIPPY WH","Asia"
"2853",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract Android Police MORE httptcoI6VPk9JN6t ","Asia"
"2854",1,"I could get a free iPhone 5s but then Id have to give up my Galaxy S4 hmm what to do","Asia"
"2855",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptco0AfaTbqVCg","NorthAmerica"
"2856",1,"PrincessArmor1 are you guys gonna have any phone cases for the Samsung Galaxy S4","Asia"
"2857",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoDHnZivjxTR Tech","Europe"
"2858",2,"About to upgrade to that Galaxy s4 teamandroid","NorthAmerica"
"2859",0,"Samsung Galaxy S4 MHL converter the bliss of Angry Birds on the big screen httptcoChcX3GAWTE","Europe"
"2860",1,"I Want A Galaxy S4 ","NorthAmerica"
"2861",1,"Install Safestrap recovery on Galaxy S4 Active httptcoeXNwMTnFMG","Europe"
"2862",1,"FOR SALE SALE SALE SALEIm Selling my SAMSUNG GALAXY S498 smoothChargerUnit onlyFOR ONLYP19000 httptcowczFMrol71","NorthAmerica"
"2863",0,"KeahuKahuanui should I get the iphone 5c or the samsung galaxy s4","NorthAmerica"
"2864",0,"Is this new update supposed to be what the S4 has If so then whats the point of buying a newer galaxy","Europe"
"2865",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized visit httptcoHjg07kzqWj","Europe"
"2866",0,"Galaxy S4 and S4 Mini from Canadian carriers receiving Android 43 update httptcoNmWiXoBtbU","Asia"
"2867",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized Youve got no sho httptcowwHMtXrOBB","Europe"
"2868",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoObi2Rfla6p android news","NorthAmerica"
"2869",1,"US Cellular Quietly Releases The Samsung Galaxy S4 Mini 50 OnContract 500 Unsubsidized httptcoB1kQWOlXAF","NorthAmerica"
